lib2268	lib2269	lib2366	lib2367	lib2368	lib2372	lib2373	lib2377	lib2378
ENSG00000003402	5.05873107832555	3.41607809287287	9.43396707614338	11.3670636139646	11.9806230725499	7.16407498194957	14.3224022650462	6.43852867919126	11.9998782995897
ENSG00000003436	0	0	1.14907827896035	0	0.647921332107548	0	0	0	0
ENSG00000003509	0.412946575923692	0	2.10342762324574	1.39599330384727	3.45030533548431	0	0	0.102539646422359	9.23074316022227
ENSG00000003756	1.66996489896873	0.407097105050344	9.18141059668668	8.04045686862853	6.05603711932845	4.1741973735419	3.99430608638102	8.06307739058564	6.8803070182165
ENSG00000003987	3.16985840271435	7.15916168424446	0	0	0.4868605926786	0	0	8.56565574355343	0
ENSG00000003989	0	0	0	0	0	0	0	0	0
ENSG00000004059	4.25645731704984	0	4.71328992124802	4.54995618247139	3.38245610054282	5.03245484392603	4.91826512910464	2.29767393310673	0.730021377352758
ENSG00000004139	0	0	0.205282084180514	0.606890312817855	0.294638203704925	0	0	0.210152512032199	0
ENSG00000004142	1.02213491181248	0	1.85944738681741	11.2562106598762	9.78573238437656	0.631705976429149	31.4654006689343	9.72932596680929	0
ENSG00000004399	0	0	0.312916712344678	0	0	0	0	0	0
ENSG00000004455	74.3298422378716	48.2737632269757	13.8608699054653	20.8948807215268	25.7028449479868	52.2793555606423	12.8589346855184	56.5517567024686	22.267703057874
ENSG00000004468	15.2528116051309	18.1571968971306	5.89509658439659	3.21947688794723	10.9411306618317	61.9464554462051	15.5907873484183	66.4886211852555	48.1563798565917
ENSG00000004478	5.32000025252299	0	2.50912097558789	2.27078458323342	1.1575615400304	0.182661033798806	0	0.550425261468297	0
ENSG00000004487	2.06091126606236	3.59673003755656	4.31722439419626	5.46999581483488	0.978386126768703	0	0.124479577817722	0.34891996301303	2.83307665162886
ENSG00000004534	0.148976923159983	7.49037617415359	2.34880393604881	6.33348320252371	5.44578784472924	16.5728908112489	5.08100901116408	4.9940250355283	0
ENSG00000004660	0	0	0	0	0.0956523998456242	0	0	0	0
ENSG00000004700	2.62420452536254	16.732615481126	28.9616623246049	28.6300966234675	26.0372407503837	18.4888242803391	38.5319911880619	11.8920984273313	18.633108648268
ENSG00000004766	3.28563312499285	0	1.19543161234464	2.38013589000798	2.08345263523231	0	0.935564602134717	1.28206976885717	0
ENSG00000004776	0	0	0	0	0	0	0	0	0
ENSG00000004777	0	0	0	0	0	0	0	0	0
ENSG00000004779	8.3369771745877	5.90038159034054	6.84936998954929	11.5710224150673	5.61759709687122	16.2884499528909	18.9401878661843	11.3525594853883	16.6202921295461
ENSG00000004799	0	0	0.131478617720123	0	0	0	0	0	0
ENSG00000004809	0	0	0	0	0	0	0	0	0
ENSG00000004838	0	0	0.232603918191461	2.35770456728063	0.12519480372139	0	0	0	0
ENSG00000004846	0	0	0	0	0	0	0	0	0
ENSG00000004848	0	0	0	0	0	0	0	0	0
ENSG00000004864	1.036316549248	0	2.63934487317043	6.21046080917283	0.811759482247275	0	0	13.1238287846209	0
ENSG00000004866	0	0	1.87077010105951	0.408671920250839	0.972186825076399	0	0	0	0
ENSG00000004897	11.837099741585	22.7978716188288	7.11268437626801	12.401684259102	6.32191747113918	8.04719926922023	19.1610328071389	6.74701927047017	2.12245141388735
ENSG00000004939	0	0	0	0	0	0	0	0	0
ENSG00000004948	0	0	0	0	0	0	0	0	0
ENSG00000004961	3.74758298183291	3.16235841798007	25.5220279025323	0	25.9681303770754	0	30.2619208666527	16.8218483810235	3.4114914851048
ENSG00000004975	0	0	0	0.211213139546357	0.538343022260173	0	0	0	0
ENSG00000005001	0	0	0	0	0	0	0	0	0
ENSG00000005007	0.110639591843535	0	0.335455554112719	0.51003338520734	1.58886477369846	1.16242850138662	1.10263893213228	1.37365767019299	1.96398519598602
ENSG00000005020	0	0	13.1903959452377	17.9980265167313	23.4829261892853	0	0	3.11615658071016	0
ENSG00000005022	156.012720540133	175.00054194393	151.82720641911	153.72790403694	138.373826364736	171.784539526571	163.836451769178	163.150502880746	149.678757438718
ENSG00000005059	16.8079820335276	0	1.49610983349153	5.92373839394176	2.01313437028432	0	0	0	0
ENSG00000005073	0	0	0.658134732428005	0	0	0	0	0	0
ENSG00000005075	35.9132607597427	1.51525133707832	16.0818918490471	24.621032705527	26.6886675996556	17.0733306057637	37.4432167988748	13.0335593443245	20.3419878215897
ENSG00000005100	5.40589671273268	0	4.17957714767832	1.66136296210941	3.08766011200933	2.00459091373943	0	9.0608608871172	0
ENSG00000005102	0	0	0	0	0	0	0	0	0
ENSG00000005108	0	0	0	0	0	0	0	0	0
ENSG00000005156	0	15.2711279395014	4.07628141722674	2.46673051529517	4.19149163275718	0.124014280502913	19.4647705571308	0	3.69391456468641
ENSG00000005175	14.2608407853165	0.201598174408642	8.5585274428635	5.64781146343356	2.49517169786185	0.545169324239056	7.42366708685759	0.182532981445413	13.1454720493347
ENSG00000005187	0	0	0	0	0.495035383285241	0	0	0	0
ENSG00000005189	0	0	0.482762849076617	0.12233372754758	0.727547161248832	0	0	0	0
ENSG00000005194	14.5192211519069	25.912135499457	16.5468855745847	21.4136350157616	15.4308178536542	24.2593568573392	21.4261436256879	18.9323480792468	18.8035648256177
ENSG00000005206	0	0	0.167241163587003	0.141264908709836	0.120019329064941	0	0	0.627766517174486	0
ENSG00000005238	0	0	1.05740552261045	0.0956964682983088	0	0	0	0	0
ENSG00000005243	0	0	0	0	0	0	0	0	0
ENSG00000005249	0	0	0	0	0.660750352974003	0	0	0	0
ENSG00000005302	10.9339413389059	34.0193140755723	10.934128035068	9.33406926610243	6.17726219286973	22.1296945557814	0	2.46099240568488	0
ENSG00000005339	4.13049246513093	5.55996825583213	7.12346750785817	8.26857110840359	5.49138637083102	1.9204188146483	0.0503543310155069	3.4815689988096	3.18896084370545
ENSG00000005379	0	0	0.147875951032746	0	0	0	0.594081546088959	0	0
ENSG00000005381	0	0	0	0	0	0	0	0	0
ENSG00000005421	0	0	0	0	0	0	0	0	0
ENSG00000005436	0.243657619481272	0.66822572451961	0.147752355906133	1.49763773136282	1.03382503369354	1.43057412497622	0	3.40330185031401	0.0800965632472747
ENSG00000005448	0	1.12442704914796	4.30947729782611	5.60018473192012	4.6389946363589	0	2.78461339017769	0.113121076011119	0
ENSG00000005469	9.13675435230813	0.458366161938981	5.1350669027841	3.59554042591893	2.32745753242156	0	0	0	18.6069715566321
ENSG00000005471	0	0	0	0	0	0	0	0	0
ENSG00000005483	6.36868986570822	13.1646667476977	13.2573753230537	14.3629233949576	11.9546144013527	5.7963221894341	14.315102251513	9.87405894013443	8.70751448895554
ENSG00000005486	19.3142843286033	24.9592169663292	58.3763072587267	70.0791103706183	69.3087781954062	25.6233479078579	50.5236353857831	42.6866546744986	52.3884261283513
ENSG00000005513	0	0	0	0	0	0	0	0	0
ENSG00000005700	0.650384452515884	0	6.49581545815523	13.5212191063207	11.2379587592429	6.62042735243109	21.3516781352855	19.094805240963	7.59612413283249
ENSG00000005801	0	1.81627735917491	3.442283249293	4.71034514486095	3.11261325641907	5.98752935564063	3.52014425450739	2.72519052934604	9.40495252179028
ENSG00000005810	1.84249175175251	0.0360928112499285	5.90559491553801	4.16592571901061	3.26448595165565	3.31852002930493	16.6135566290607	8.36595314998983	3.49560830516238
ENSG00000005812	0.992964214272496	1.02119353929431	7.82764942840934	12.0157516788141	8.91230387847888	17.6432346278418	24.0800819223956	20.1875147181701	0
ENSG00000005844	46.969633462045	31.1026356263834	44.4031429025577	53.4744026654334	53.1393351502554	31.2367948374756	53.0549312698982	38.8985317765139	45.4862593129289
ENSG00000005882	0	0	0.758338210424339	2.04175790376038	0.510202085946583	0	0	0	0.822190401791856
ENSG00000005884	0.0397075028478582	0	0.144470189901977	1.58640002706822	0	0	0	0	0
ENSG00000005889	2.49435916817048	8.42328176062521	11.7392931313495	12.0135197197393	11.1302099023116	1.15043200097349	21.5691072237546	27.8720844123975	25.6023453345097
ENSG00000005893	70.0741902741311	68.1458301042737	122.055670852421	98.8907397139354	103.970623301632	25.7018832410459	27.3542540447263	72.5441602225227	45.523568842281
ENSG00000005955	1.47000006977609	0.373281781001807	5.01824195117577	5.10328956337194	6.752442316844	8.2101327823253	8.24745466036695	4.05576508450324	2.21926498715238
ENSG00000005961	0	0	0	0	0	0	0	0	0
ENSG00000005981	0	0	0	0	0	0	0	0	0
ENSG00000006007	51.7254150439906	51.5346214062574	54.4556017308536	58.2060132917322	52.8091636659666	16.8701187951488	54.5395921774102	14.7350458596867	57.8703598148699
ENSG00000006015	16.7801110594316	0	0.359129910628037	0.606698171092898	0.128863402993206	0.12200641570531	0	0	0.519158270818706
ENSG00000006016	0	0	0	0	0	0	0	0	0
ENSG00000006025	0	1.0524795069893	0.066490075773802	0.505464256200832	1.07361200756769	0	0	0	0
ENSG00000006042	0	0	2.44000620684111	1.17772527380892	1.87612671924741	0	0	0	0
ENSG00000006047	0	0	0	0	0	0	0	0	0
ENSG00000006059	0	0	0	0	0	0	0	0	0
ENSG00000006062	0	2.79457221493568	0.46343392661597	0	2.32805844098371	0	0.0846279176171008	0.869786767241834	0
ENSG00000006071	0	0	0	0	0	0	0	0	0
ENSG00000006074	0	0	2.85965993541266	0	0.513053215250402	0	0	0	0
ENSG00000006075	21.5267624394634	20.7601505114254	0	0	0.308831088554388	23.9766187327822	19.4890428066604	26.1393800401722	24.2619556724685
ENSG00000006114	0.0855262418653237	0	10.3379335384251	7.75386411022121	8.82084451154882	0.0704765910428879	0.416708456193048	0.424744076450413	10.53363657623
ENSG00000006116	0	0	0	0	0	0	0	0	0
ENSG00000006118	0	0	0	0	0	0	0	0	0
ENSG00000006125	18.9616464610494	16.2337547584024	23.7709232131178	19.7768361971741	20.714523565735	25.0769983303965	12.7287233001221	9.27043853363476	8.46162768538953
ENSG00000006128	0	0	0	0	0	0	0	0	0
ENSG00000006194	0	0	0.367107562031454	1.47291624766714	0.263451905886557	0	0	0	0
ENSG00000006210	0	0	0	0	0	0	0	0	0
ENSG00000006282	0	0	0.486493545469659	0.342441940402549	1.62926556152238	0	0	0.0553373184979061	0
ENSG00000006283	0	0	0	0	0	0	0	0	0
ENSG00000006327	0	0	0	0.235365043256425	0.199967244767065	1.13596038405639	0	0	0
ENSG00000006377	0	0	0	0	0	0	0	0	0
ENSG00000006432	0	8.72185667171683	0.957601160249809	1.07848600254246	0	2.4399280409353	0	0	7.55601684315808
ENSG00000006451	13.5745081697912	0	27.6965470238573	23.5582591822304	22.3086166981788	6.71151945900196	19.0989363399932	22.8018964142453	11.3394714980993
ENSG00000006453	0	0	0	0	0.642990974726352	0	0	0	0
ENSG00000006459	1.70120845092468	0.0647989888034378	4.92876254120049	10.7469079981026	8.88384983860643	8.23589692181267	0	0	4.34957623476668
ENSG00000006468	0	0	0	0	0	0	0	0	0
ENSG00000006530	21.6243039718743	38.401889347325	6.01900565667225	11.0307264590686	8.21474991121691	32.863235961481	0	19.1456233164934	49.6427448762199
ENSG00000006534	0	0	0	0	0	0	0	0	0
ENSG00000006555	0	0	4.38589819153984	1.1698961409346	1.61516752949201	0	0	0	0
ENSG00000006576	19.9160131617528	2.99524826891583	5.35021321391984	8.48996592029771	6.48621182053933	19.4290817270851	2.90255943878445	12.3368813278484	16.8389309648636
ENSG00000006606	0	0	0	0	0	0	0	0	0
ENSG00000006607	9.44986845856313	0	1.07025753671363	3.78559568128591	0.912073688167022	6.1356865857176	12.5570394133727	2.69347284875881	0.290093345566404
ENSG00000006611	0	0	0	0	0	0	0	0	0
ENSG00000006625	38.1099365059672	21.2198486368112	9.52396106406523	9.40517627908655	9.95066045827054	17.985875778331	36.369231603354	21.5071812407484	0
ENSG00000006634	3.84210908894017	18.2288381284104	8.29419243224262	7.55694821526543	8.52711852050414	14.437102316735	0	2.09889309422797	0.808320420893229
ENSG00000006638	0	0	0	0	0	0	0	0	0
ENSG00000006652	2.81531507231829	0	3.73955530015502	4.84108109623696	2.97536546904414	2.40277150020044	0	0	5.6409411044676
ENSG00000006659	0	0	0	0	0	0	0	0	0
ENSG00000006695	5.64140180877739	5.34467299282398	12.3152703973887	15.6036544273297	20.2201781506824	34.6117652996261	8.4504050757129	3.31104926348104	15.9147649091468
ENSG00000006704	0	0	0	0.233557803849489	0	0	0	0	0
ENSG00000006712	8.37664794251405	0	5.22894179954067	5.86799627051752	2.73397134371296	0	2.61904419659266	1.37648603724593	1.13384389709307
ENSG00000006715	9.49517018302107	0.986374917048293	8.63671183723556	7.29523930037438	9.3910144379616	1.24478290866033	8.50707619558562	0	16.457806297725
ENSG00000006740	0	0	0	0	0	0	0	0	0
ENSG00000006744	0	0.13806151900161	1.09897135351495	0.696207581013322	0.985835377498418	2.17788155683192	2.20752122385018	3.25013011533661	0.926726038591106
ENSG00000006747	0	0	0	0	0	0	0	0	0
ENSG00000006756	0	0	0.179272495259575	0	0	0	0	0	0
ENSG00000006757	0	0	0.847232814604658	0.644074923180966	0.182403025289442	0	0	13.356941579345	0
ENSG00000006788	0	0	0	0	0	0	0	0	0
ENSG00000006831	3.97206184557352	1.05907017827584	10.3035916748009	5.08629494799393	4.46538471407039	0	0.293227698035801	15.6165934010032	34.8191864210531
ENSG00000006837	0	0	0	0.390459789668504	0.22115764587656	0	0	0	0
ENSG00000007001	0	0	0	0	0	0	0	0	0
ENSG00000007038	0	0	0	0	0	0	0	0	0
ENSG00000007047	0	0	0.0849082506366523	0.645481077497579	0	0	0.186061693644933	0	0
ENSG00000007062	0	0	0	0	0	0	0	0	0
ENSG00000007080	0	6.11458396134466	1.93143499809358	2.9365926970301	7.90065261148414	25.5903246099738	33.0127555435825	20.9589489211591	7.53862361547592
ENSG00000007129	18.4449018159007	0	11.5843249643257	12.9061077355404	16.1251318679769	0.203561238364529	0	2.2491527991044	0
ENSG00000007168	31.8347559477067	18.0744660372337	28.2607614286525	18.8980646659177	18.8983136774267	6.40064427007855	23.3014001493901	32.5111417190779	1.70224009951133
ENSG00000007171	0	0	0	0	0	0	0	0	0
ENSG00000007174	0	0	0	0	0	0	0	0	0
ENSG00000007202	6.90687573244438	5.24651314422182	6.56867467499649	5.49751120745613	7.97913181917881	7.18603723056572	2.6411211775482	9.06884809283563	0.392023380028778
ENSG00000007216	0	0	0	0	0	0	0	0	0
ENSG00000007237	0	0	0	0	0	0	0	0	0
ENSG00000007255	0.656588437754509	0	10.3519221249173	9.0803486712835	18.0009825891296	6.89840861674649	6.97982785889641	4.89116632836284	11.223555524706
ENSG00000007264	0	2.99968967594293	0	0.480210747039031	0	0	0	0	0
ENSG00000007306	0	0	0	0	0	0	0	0	0
ENSG00000007312	0	0	5.39301952954211	9.76149474171259	6.6347293762968	9.94600425716427	0	0	0
ENSG00000007314	0	0	0	0	0	0	0	0	0
ENSG00000007341	0	1.23724265638401	1.70706751648008	1.55283923014971	1.50777085002234	0	5.32336384968312	0.851379579913335	0
ENSG00000007350	8.88493458864222	0	2.81821558852263	3.57072648233081	1.9629862148711	0	0	14.9345279809585	8.08811408361163
ENSG00000007372	0	0	0.0698003789109664	0	0.112706331071914	1.31607868226661	0	0	0
ENSG00000007376	0	0	0.530201972974319	0.537419843561622	0.570743024926829	0	0	7.49038193911078	0
ENSG00000007384	0	0	0	0	0	0	0	0	0
ENSG00000007392	0.938983797772585	0	0.779170072403155	0.0759401206019066	0.25807633068939	0.427601575546152	0	3.06790885162692	0
ENSG00000007402	0	0	0	0	0	0	0	0	0
ENSG00000007516	0	0	0	0	0	0	0	0	0
ENSG00000007520	0	0	3.08335426439843	0	0	0	0	0	0
ENSG00000007541	0	0	0	0.0893393746032438	0.683128365508549	0	0	0	0
ENSG00000007545	0	0	0.419676002175593	0.066467067897061	2.03294637574131	10.693170479751	0.172433834082885	0	0
ENSG00000007866	0	0	0	0	0	0	0	9.44021195325987	0
ENSG00000007908	0	0	0	0	0	0	0	0	0
ENSG00000007923	3.41383763295512	0.764275550569443	1.26742553842049	1.71290607303955	1.81911629288402	0	0	4.67098520747191	0
ENSG00000007933	0	0	0	0	0	0	0	0	0
ENSG00000007944	5.37772356680977	0	17.0576206673738	6.35655643139385	7.02072820868971	0	0	0	0
ENSG00000007952	0.417006232768924	0	1.01147919692099	0	0	0	0	0	0
ENSG00000007968	0	0	2.20165422653266	7.29570138264072	6.0161544070122	62.1384774445339	0	0	0
ENSG00000008018	47.5368196807477	55.214976521537	52.5650779896224	50.7025724086806	58.0446253570354	46.6607515271716	46.446469609525	45.132823584527	73.1691743671361
ENSG00000008056	0	0	0	0	0	0	0	0	0
ENSG00000008083	6.88458476382763	2.39532842423167	8.72339226644725	4.57896929706738	4.15861129613374	5.58846305662331	33.1795671817826	3.18941408556087	3.10759676809021
ENSG00000008086	0	0	0	0	0	0	0	0	0
ENSG00000008118	0	0	0	0	0	0	0	0	0
ENSG00000008128	0	0	0	0.421450782211471	0.286453249157939	0	0.364453036936047	0	0
ENSG00000008130	0	0.425695029836711	2.1084233724542	2.57600040140269	1.54011327626282	0	0	0	0
ENSG00000008196	0	0	0	0	0	0	0	0	0
ENSG00000008197	0	0	0	2.55793321512485	0	0	0	0	0
ENSG00000008226	0	0.150539520034279	0	0.0843478696613577	0.429974074266684	0	0	0	0
ENSG00000008256	0	0	0	0	0	0	0	0	0
ENSG00000008277	0	0	0	0	2.32392308373271	0	0	0	0
ENSG00000008282	16.8562713746049	0.17510590077259	20.9076761764003	14.1282009909362	24.0067716648547	3.94606605749652	23.0774588829425	3.32946787261207	8.56350658072101
ENSG00000008283	0	0	5.25200812555861	3.94094497695888	5.32425898016308	0	0	5.68981570760333	0.0552837669864371
ENSG00000008294	3.08595376380544	0	0.968673866356613	2.17571437459293	1.89589450069889	0.493628167373597	0	1.44240898153694	0
ENSG00000008300	0	0	0	0	0	0	0	0	0
ENSG00000008311	0	0	0	0	0	0	0	0	0
ENSG00000008323	0	0	0	0	0	0	0	0	0
ENSG00000008324	45.3339141888895	55.6200963269509	42.9921663759319	45.0439858549129	29.3696789546404	37.0758407889244	76.9984517788652	34.2787160601908	50.6458538203249
ENSG00000008382	0	0.850643418919517	0	0	0	0.511187056156061	0	0	0
ENSG00000008394	7.27522660080312	0	6.9940775312771	5.86229829187445	7.99218355230706	7.01858244078637	8.25262681357731	3.08431449081579	0
ENSG00000008405	5.85111721745791	0	2.55018139980922	2.8096718814098	2.62582145061444	2.93811595590394	0	15.5506068709764	0.360640050939919
ENSG00000008438	0	0	0	0	0	0	0	0	0
ENSG00000008441	0	0	0	0	0	0	0	0	0
ENSG00000008513	30.7043124039506	36.588858990518	49.8630747035484	50.1838389759604	59.5634291562224	26.4317760011251	7.79046556377246	41.8074115717404	44.3265202231836
ENSG00000008516	4.76915218618832	0.653964809667057	7.51915342922307	5.86270380204225	4.35835806887313	1.17898406705357	9.08343005343145	0	0
ENSG00000008517	11.6431343270684	17.4438104077158	12.9177688868784	15.0417645346532	13.0610416714383	15.244350868191	22.1757646084177	12.7423946415791	16.0467266902243
ENSG00000008710	0	0	0.0220103313723074	0	0.0710799492310513	0	0	0	0
ENSG00000008735	0	0	0	0	0	0	0	0	0
ENSG00000008838	0.117172534711818	0	1.56315816405194	3.30091274491996	1.37674028529631	1.06209657916241	0.0518998454138198	0.290953624034445	3.18412520080082
ENSG00000008853	0	0	0	1.96553751320962	1.66992989088284	0	0	0	0
ENSG00000008869	5.15635675463949	1.95801179605243	17.0289268665282	4.38832603508298	14.0848490044599	0.980542359349421	16.2334869337489	5.41701752723145	0
ENSG00000008952	27.0505910791749	60.5145882150964	20.8930896890519	24.8948464379401	23.8305149248897	56.7232995457605	32.340741345288	18.6583057153874	1.34949818622562
ENSG00000008988	19.6979328891064	29.6647948529415	16.7087643435417	20.1205188448338	16.0539531861907	12.9478940447357	13.0117136087075	10.4610245332788	13.4744465559955
ENSG00000009307	47.2105898219546	47.6610095058062	53.7659500731988	54.1747121428671	52.5301320313128	44.5356856431757	56.9236644577277	66.6545928468887	56.983094949717
ENSG00000009335	3.44789262827368	10.1894079513043	7.35377477088174	6.39426401811427	10.2443252115252	10.3605213761347	8.68920250378519	0.664257091086796	0
ENSG00000009413	0	0	1.97261576569467	1.99946984402898	3.51334239105406	5.3734039591539	0	0.514033452709643	0.855484123934576
ENSG00000009694	0	0	0.207997513753408	0	0.0559754283405081	0	0	0	0
ENSG00000009709	0	0	0	0	0	0	0	0	0
ENSG00000009724	0	0	0	0	0	0	0	0	0
ENSG00000009765	0	0	0	0	0	0	0	0	0
ENSG00000009780	21.9719499771131	0	33.2066203603365	35.3208334260636	28.5377288078003	18.6627461026061	13.3255606746032	12.1708579424455	10.5192848477462
ENSG00000009790	12.7583892408738	10.3156604785346	17.014360153381	21.948014128174	21.6333318710453	14.5134568241706	36.8787560184111	16.2820761943973	28.2051525915988
ENSG00000009830	0	0	0.284307532932494	0	0.612093313968997	0	0	1.16421152822867	0
ENSG00000009844	27.1256591982601	7.79911208560041	21.4365252525804	20.4375569453643	18.6204382378371	15.1420055850462	33.7192649879479	19.0118599507555	27.0383599859075
ENSG00000009950	0	0	0	0	0	0	0	0	0
ENSG00000009954	25.956894236204	1.31339885908043	12.7779308941976	12.2159800264687	7.12757800111311	5.44600489659404	5.47284799993486	17.6000176197888	27.4557812926678
ENSG00000010017	0.784436871329018	17.7482337997361	6.65948204137196	8.4376755918091	4.09639357773315	0.484802401349572	35.9615653916441	23.6177049263009	40.2268922573365
ENSG00000010030	7.18747173550654	21.5760849161803	4.00504832243402	18.2083689897388	10.6514173691918	12.0055259069363	35.6217299057526	0	18.1353796199937
ENSG00000010072	15.349555309101	0	1.16348349984879	8.47638052571648	11.8982504725402	7.70772002911497	0	13.8960240022993	0
ENSG00000010165	66.98406309054	50.3402386489119	18.7650185644317	16.5395434281063	22.0818300651528	23.9953361170489	10.0885161747975	34.3636389562082	1.13730014625707
ENSG00000010219	3.3871608489281	0	1.12765978730547	3.2657460330488	2.68788711228858	0	0.0882525248085548	0.824581515882559	0
ENSG00000010244	15.8393526343884	14.649756935299	13.2147648013169	11.8836798114964	11.1719948297316	11.9243455325248	14.3376738098326	10.8886254319832	13.873164985489
ENSG00000010256	16.9794519438439	19.9368450021809	15.2902045500314	14.3734760366747	15.6629258053363	16.9659321025239	24.4538512467338	14.7693373107362	15.2407354539381
ENSG00000010270	5.46087302848956	5.25485107576636	2.20762466333243	4.41646977678344	2.0012018338639	0	0	7.7315849197442	8.56623555031334
ENSG00000010278	3.36310429516121	0	4.64131122165921	4.0986134293787	5.29900181815112	8.74397549687111	0	4.60744613486168	9.14929149918168
ENSG00000010282	0	0	0	0	0	0	0	0	0
ENSG00000010292	0	10.3737314426248	9.24148854948048	10.950976663877	6.44123155907917	3.72685215807706	9.68848455868576	8.30367795639115	9.1546198269945
ENSG00000010295	0	0	0.184950423823532	0.31244705761312	0.265456485729711	0	0	0	0
ENSG00000010310	0	0	3.65203609203235	0	0.151203201258425	0	0	0	0
ENSG00000010318	0	0	0	0.166158704667403	0	0	0	0	0
ENSG00000010319	0	0	0	0	0	0	0	0	0
ENSG00000010322	1.47231120198546	0	0.408137004109689	0.258558219415286	1.53770593215988	0.363970655814339	0	5.22275342544778	0
ENSG00000010327	0	0	0	0	0	0	0	0	0
ENSG00000010361	0	0	0	0.104354141160875	0	0	0	0	0
ENSG00000010379	0	0	0	0	0	0	0	0	0
